R1	19	1
R1	317	1
R1	483	1
R1	400	1
R1	3	1
R1	79	1
R1	67	1
R1	99	1
R1	98	1
R1	97	1
R1	9	1
R1	96	1
R1	95	1
R1	94	1
R1	93	1
R1	92	1
R1	91	1
R1	90	1
R1	89	1
R1	649	0
R1	712	0
R1	108	0
R1	234	0
R1	305	0
R1	365	0
R1	477	0
R1	563	0
R1	16	0
R1	27	0
R1	359	0
R1	382	0
R1	424	0
R1	488	0
R1	606	0
R1	724	0
R1	375	0
R1	11	0
R1	47	0
R1	10	0
R1	52	0
R1	18	0
R1	3	0
R1	8	0
R10	10	1
R10	530	1
R10	134	1
R10	238	1
R10	466	1
R10	104	1
R10	65	1
R10	495	1
R10	562	1
R10	1	1
R10	2	1
R10	74	1
R10	33	1
R10	69	1
R10	24	1
R10	99	1
R10	98	1
R10	97	1
R10	94	1
R10	87	1
R10	80	1
R10	79	1
R10	76	1
R10	75	1
R10	71	1
R10	67	1
R10	66	1
R10	60	1
R10	55	1
R10	74	1
R10	33	1
R10	69	1
R10	24	1
R10	99	1
R10	98	1
R10	97	1
R10	95	1
R10	94	1
R10	87	1
R10	80	1
R10	79	1
R10	76	1
R10	75	1
R10	71	1
R10	67	1
R10	66	1
R10	65	1
R10	60	1
R10	55	1
R10	155	0
R10	249	0
R10	315	0
R10	422	0
R10	429	0
R10	435	0
R10	448	0
R10	506	0
R10	522	0
R10	571	0
R10	669	0
R10	95	0
R2	69	1
R2	97	1
R2	95	1
R2	90	1
R2	9	1
R2	87	1
R2	84	1
R2	82	1
R2	81	1
R2	80	1
R2	79	1
R2	78	1
R2	77	1
R2	76	1
R2	75	1
R2	73	1
R2	7	1
R2	67	1
R2	66	1
R2	60	1
R2	646	0
R2	568	0
R2	630	0
R2	570	0
R2	698	0
R2	563	0
R2	617	0
R2	132	0
R2	583	0
R2	644	0
R2	666	0
R2	684	0
R2	715	0
R2	341	0
R2	368	0
R2	455	0
R2	494	0
R2	527	0
R2	310	0
R2	680	0
R3	236	1
R3	99	1
R3	98	1
R3	84	1
R3	82	1
R3	81	1
R3	80	1
R3	66	1
R3	65	1
R3	56	1
R3	4	1
R3	37	1
R3	34	1
R3	33	1
R3	13	1
R3	97	1
R3	96	1
R3	95	1
R3	94	1
R3	93	1
R3	92	1
R3	133	0
R3	690	0
R3	161	0
R3	28	0
R3	703	0
R3	10	0
R3	311	0
R3	530	0
R3	654	0
R3	245	0
R3	451	0
R3	625	0
R3	684	0
R3	84	0
R3	118	0
R3	218	0
R3	325	0
R3	418	0
R3	509	0
R3	55	0
R4	458	1
R4	119	1
R4	505	1
R4	46	1
R4	43	1
R4	42	1
R4	41	1
R4	37	1
R4	35	1
R4	34	1
R4	11	1
R4	99	1
R4	98	1
R4	97	1
R4	96	1
R4	94	1
R4	93	1
R4	92	1
R4	91	1
R4	90	1
R4	146	0
R4	405	0
R4	137	0
R4	234	0
R4	253	0
R4	305	0
R4	4	0
R4	421	0
R4	488	0
R4	49	0
R4	106	0
R4	298	0
R4	35	0
R4	371	0
R4	376	0
R4	563	0
R4	723	0
R4	690	0
R4	28	0
R4	31	0
R4	95	0
R5	257	1
R5	122	1
R5	512	1
R5	452	0
R5	488	0
R5	536	0
R5	663	0
R5	85	0
R5	291	0
R5	43	0
R5	477	0
R5	155	0
R5	232	0
R5	268	0
R5	497	0
R5	538	0
R5	581	0
R5	611	0
R5	2	0
R5	284	0
R5	720	0
R6	649	1
R6	8	1
R6	101	1
R6	92	1
R6	72	1
R6	67	1
R6	60	1
R6	53	1
R6	15	1
R6	107	1
R6	105	1
R6	99	1
R6	98	1
R6	97	1
R6	96	1
R6	454	0
R6	122	0
R6	295	0
R6	511	0
R6	58	0
R6	671	0
R6	366	0
R6	701	0
R6	124	0
R6	151	0
R6	159	0
R6	16	0
R6	253	0
R6	424	0
R6	460	0
R6	560	0
R6	657	0
R6	663	0
R6	86	0
R6	658	0
R6	94	0
R6	7	0
R6	9	0
